text,label
에휴… 저런… 그랬구나.,2
아니 아니 그게 아니라 20대들이 꼭 10대처럼 하고 다니는거 같아서,7
그거 좋지.,7
거기선 뭘 가르치는데?,5
너 진짜 쪼다다.,6
뭐야. 형도 그래?,5
아니. 그런 말은 안했어. 그냥 노트 열권 가득 그림 그리면… 태블릿 사준다고 했어.,1
"네, 그랬더니 고객 전화를 끊으면 어떡하냐면서, 시말서를 쓰라고요. 나 참.. 누군 그러고 싶어서 그러나요?",0
응. 그러자. 그럼 내가 대리점 알아봐드릴까요?,1
습! 어디 아저씨래!,0
걱정이 되긴 하지. 아빠 같으면 걱정이 안 되겠어? 내가 지금 옷 살 정신이 어딨어.,4
지원자 분들 백그라운드가 정말 다양한 것 같네요. 방금 면접장 들어가신 분은 통신 회사에 계셨던 분이더라구요. 케이피 다니셨었대요.,2
응. 당연하지.,7
나도 내 인생이 너무 걱정돼.,4
말 했잖아. 할머니는 낮잠 자는 사이에 악몽을 꾼다고. 그래서 꿈도 짧은 가봐.,6
"그래, 알았어. 자꾸 불러 낼 테니까 각오해.",7
꾸리꾸리한 냄새 같은 거 나잖아.  엄마 혹시 청국장 끓였어?,6
 감사합니다.,1
나 양파 싫은데.,6
그렇겠네요. 그럼 계단을 이용하시는 건가요 그분들은?,1
쌤. 너무 아쉬워요.  쌤 수업 너무 좋았는데...,6
이야미스요?,5
무슨 숙제?,1
헐? 왜?,5
요즘 우리 애들이 엄청 싸워. 같이 뭐 하나만 할라치면 아주 서로 못잡아먹어서 안달이라니까.,6
그러니까요. 언니 선생님 연락처 있어요?,2
"오늘 우리 봐줄려고, 어제 새벽에 와서 잤대.",6
"엄마가 비상연락망 보고 전화했는데, 개는 전학 온 지 얼마 안돼서, 거기에 없었거든.",6
방에 들어가 있을 텐데? 무슨 수로 확인하게?,5
내가 길을 잃었어.. 우리 집이 어딘지 생각이 안 나.,6
아니 좋아.,5
 아 아니에요 이모. 저 괜찮아요.,5
아니 그냥.,2
알겠다니까.,6
아니 근데 걔가 먼저 까불었단 말이에요…,6
"어제 해찬이랑 애들이랑, 병준이 데리고 강남 갔던 건 아니고?",6
나... 오늘 학교 오기 전에 엄마한테 혼났어.,4
"수영을 하든 헬스를 하든, 뭘 해. 아무것도 안하고 그렇게 허송 세월 할거야?",0
"어휴, 그러게 누가 답지를 밀려 쓰래? 요새 누가 그런 실수를 하냐? 어?",3
 알았어. 근데 형 경아 누나랑 헤어진 거 아니었어?,1
너무 무서웠어. 귀신이 나왔어.,2
그 날부터?,5
미안해. 당신이 집에서 하는 일 힘든 거 알아. 놀라서 그랬어.,4
나야 잘 지내고 있지. 너는 잘 지냈어? 너는 하나도 안 늙었다 얘.,7
 이거랑 이거요.,1
왜 그러니 지은아?,7
그렇구나. 그럼 오늘은 다른 친구들 거를 빌려써야겠네.,1
"연애할 때도 헤어지자는 말 절대 안 하던 애였는데, 내가 뭘 잘못하고 있는 건지 도무지 모르겠어.",6
 무슨 까페가 이렇게 많니.,5
네. ,7
선생님? 어떤 음료 드시겠어요?,7
" 엄마랑 아빠는 너만 좋아했으면 좋겠는데, 동생은 갖고 싶어?",5
지금… 저 찍으셨죠?,6
엄마 옛날 친구니까 엄마 옛날 얘기 궁금하니까 들려달라고 하고 싶어.,1
미정이가 올해 몇 살이지?,6
"어, 채순자 할머니잖아요. 어떤 형아랑 맨날 같이 다니고.",1
"왜, 경비 해보려고 그래?",5
꼬끼요?,5
어우. 그럼 진짜 확 패버리고 싶을 거 같어. 사람이 먹던 걸 뺏어가~,3
몰라. 그리고 맨날 나한테 못생겼다 그러고!,4
양육권 변경을 요청하고 싶으시다구요. 상황을 좀 말씀해 주시겠어요?,1
지금 배달이 너무 밀려서! 확인해보고 문제 있으면 적혀있는 연락처로 전화 주세요!  죄송해요 먼저 갑니다!,6
네. 서울에서 운전하기 힘들 것 같아요.,1
그런 말 하는 너도 어제 백화점 왔었잖아. 남 얘기인 척 하기는.,7
다 용도가 다른 거야. 무식한 놈아.,6
"그래. 나한테 괜히 성적 물어보지 말고, 삼촌도 빨리 독립해.",6
견인지역에 아주 잠깐 주차했는데 차가 없더래.,6
연봉도 올랐겠네.,7
비비에스요?,7
몇 시 찬데…,1
그걸 왜 팔아.,6
       어…. 어. 학교가 늦게 끝났니?,5
그 놈의 농사꾼 좀 그만해요 이제. 평생 했으면 됐지 뭐 좋은 게 있다고 아직까지 농사에요.,0
"그럼, 나 서당 가야겠네…",2
" 캐비어, 샥스핀, 송로버섯.",1
아이고야. 결혼할 때가 되긴 했네. 좀 늦었다.,4
뭔데? 이모가 다~ 들어줄게,7
아빠가 그런 말씀을 하셨구나.,6
나는 사범이…,6
"그래. 걔가 내가 돈 비는 것 가지고 추궁하니까, 자기는 아주 절대 아니라는거야. 눈을 부릅뜨고.",0
그래서 남편한테서 벗어난 우리 엄마가 그렇게 부러워서.. 이렇게 찾아와서 괴롭히는거구나... 그쵸?,6
뇌의 색깔은?,5
모든 걸 걸고 싶은 일이요? 그런 일을 제가 만날 수 있을까요?,5
형이나 대머리 안 되게 조심해~!,6
… 달걀은 얼마나 남았어?,6
.…..,6
그래. 너 이제 배 불러오고 그러면 놀지도 못할테니까 조만간 한 번 놀자.,7
빨리해 형!,6
근데 스키장 가면 코가 너무 빨개져서 부끄러워.,4
 저기요….,2
맞어. 여기서 또 세상을 배우네.,4
"때려서 다쳤다기보다는, 둘이 싸우다가 수민이를 밀쳤는데 수민이가 미끄러지면서 넘어졌대요.",4
어. 걱정 마. 이모도 이제 다이어트 끝났잖아. 얼른 먹어.,7
저 구석만 난리네.,6
흠. 그건 싫은데….,6
"고마워요, 영재 엄마.",7
"음… 가족들이 모두 모인 집안 어른 잔칫날, 살인사건이 벌어지는 이야기예요.",1
"아니, 엄마 아빠가 그걸 너한테 얘기했어?",4
일 잘 된다니 다행이다.,1
우와 10만원? 엄청 많이 받았네?! 짱이다. 치킨 5마리나 시켜먹을 수 있어! 나 치킨시켜줘.,7
저 언니 싫어하는 거 아니냐?,2
나도 돈 쓸 데 많아! 지난주에도 삼촌 심부름 하느라고 오만원도 더 썼어.,0
그 대학도 고만고만한 곳 나온 형식이? 그 자식 지방대 나오지 않았어?,3
[모드]인가 거기?,5
야 이 자식이야. 그럼 말해줘야지. 난 그것도 모르고 국물까지 다 마셨잖아.,0
아니 됐어.,4
누군데?,5
 오빠…엄마 아빠 이혼하면 어떡해?,4
대신... 희동이랑 내 얘기하면 안된다.,6
"그래, 그래. 아니, 자꾸 종이에다 프린트 해 버릇하면 환경에도 안 좋고 자원도 낭비 되는데, 나는 종이로 보는 게 편해서 그런지, 그 버릇 고치기가 쉽지 않네.",0
그래? 방학이야?,5
재민 있는데 너무 바쁘니까. 힘들어서.,6
우와. 잘 그렸다. 나도 그려주면 안 돼?,5
엇. 모르셨구나?,7
평생 해온 게 그건데 안하고 어떻게 살아요.,6
응! 엄청 엄청 보고 싶었어! 하늘 만큼 땅 만큼!,7
"일단은 좋아. 여기는 막 큰 로펌들처럼 돈 되는 사건만 맡는게 아니고, 공익적인 사건도 맡는 데라서 좋은 것 같애.",7
"나? 음... 국어도 재밌고, 수학은 어려워서 조금 싫고. 영어..? 음..  영어도 좋아. 체육도!",7
네 잘생겨서요. 전 나중에 아저씨같은 사람하고 결혼하는 게 꿈이에요.,5
"그냥… 그 자식 생각만 해도, 죽이고 싶어.  막 목을 졸라서. 씨…",0
아닌데… 진짠데.,1
얼마예요?,7
"아, 사람이 어떻게 맨날 공부만 해?        게임도 하고 술도 마시고 해야 공부도 하고 그러는거지.",0
이번에 회사 들어가신 거 아니세요? 그런 것 같은데.,1
"이모, 기저귀 딱 세 번 갈아줬다고 엄마가 그랬거든?",6
응... 사실 현장 학습을 가야되는데...,4
아니야 형 보지마. 이러면 재미가 없으니까... 계속 불러봐.,7
나도 그래. 근데 너도 회사 다녀보면.. 알거야. 너무 바쁘면 아무거나 먹어서 배만 채울 때가 있어.,6
영자 신문동아리.,1
그럼 케익이라도?,7
세상을 어떻게 그렇게 빡빡하게 살아?,6
이전에 그 학교 친구 이름이 뭐였더라?,1
영화에서 봤는데. 하늘을 막 날아다녀요.,5
근데 없었어?,6
결혼 빨리 해라.,1
그래. 그래. 그러면 지금 바로 시작할까?,1
미용 시작한지 얼마 안 됐죠?,6
어때.,1
아 맞다. 다칠수도 있겠네. 조심해야겠다.,4
정글? 야 회사도 정글이고 다 정글이야. 그래도 니가 학교에서 잘 살아남는 모습이 기특하다. 나는 학교 다닐 때 진짜 학교가 너무 싫었거든...,6
"학교 숙제도 있고, 학원 숙제도 있고.",6
네.. 저 이제 집까지 버스타고 30분이나 가야돼요 근데 배터리가 없으면 불안하잖아요,4
맨날 미안하다고 말만 하지.,0
"하… 뭐. 오늘은 일을 그르치는게 아니라, 좋게 이야기하려고 나온 거니까 서로 인상 쓰지 맙시다.",0
그래도…..,0
이런 거 얼만데? 몇십만원 할 거 아니야.,6
아니야. 그런 애들 아닌데도 그렇게 많이 버는 애들이 있다니까. 이거 요즘 무시 못해.,6
아가씨! 진짜 사람 마음에 그렇게 비수 꽂는거 아니에요!,6
감사해요 이모.,7
무섭다. 무서워. 어휴~ 무서워라. 벌벌 떨어야겠네.,6
아이고. 퍽이나.,6
"아니, 무슨 여행간 것도 아니고,  놀이공원 한번 갔다고 그렇게 난리를 치시냐.",3
백숙이 먹고 싶다니 별 일이네.,7
응. 거기 돌곶이 생각하면 비싼가? 했는데 생각해보면 그렇게 비싼 거 같지도 않고.,1
아. 귀찮게.,1
너 보면 맨날 재미나게 사는 거 같아서 부러운데..,7
그래도… 가봐야지.,2
그래요? 저는 배우들은 다 보자마자 바로바로 외워서 하는 건줄 알았는데..,7
"야, 내가 니 미술학원에 들인 돈이 얼만데 이제 와서 딴 소리야!       미술 아니면 죽겠다며! 꼭 미술작가가 되야 겠다며!        사정사정하길래 큰 돈 들여서 일 년 넘게 학원 보내놨더니, 갑자기 뭐?",0
언니는 그럼… 그냥 가출하라고 할껄…?,6
"그런것만 먹고 어찌 살아. 아유, 안 되겠어.       우리 마누라한테 말해서 반찬 좀 싸줄게요.",1
피? 그럼 한 달에 한 번씩 피가 나?,5
감옥에 넣으면 뭐해? 금방 나오는데…,6
이모 학교 다니면서 그냥 아르바이트 하는 거라 많이는 못 벌어. 집은 못 사.,1
예. 저 이제 가도 되죠?,6
그러네. 그날이 딱 일주일 전이네!,5
"그래, 고마워.",1
응 맵고 짠거. 스트레스 받나봐.,4
어머! 아빠. 옆에 보지 말고 내 말 들어봐.,5
"요즘은 잘 먹어서 널린 게 큰놈들인데, 구태여 작은 놈 만날 필요가 있냐?",6
쌍커플하고 턱.,5
어? 왜요?,5
큰 며느리 불러서 병원에 좀 데려가 달라고 혀.,6
"야, 요즘 재밌는 게임 없냐.",6
"무슨 내가 뽀뽀를 한 것도 아니고, 손도 못 잡아?",0
음... 한... 세... 네.... 다섯 번?,1
"네, 맞아요. 그래서 그거 이용해서 전국일주하는 사람들이 많거든요.",7
그래도 안돼. 악마 그려..진 거 보니까 엄청 매울 거 같아.,2
여기 지금 카페에 자리가 없어서. 내가 비키기가 조금 그런데.,0
무슨 말씀을 그리 하십니까?,0
경위님은 학생 때 담배 안 피셨어요?,5
"아이고, 일찍도 출근하네.",5
알았어. 들어가봐. 나 갈게.,6
뭐? 배달음식으로 랍스터를 먹겠다고?,6
뭐 하냐.,6
…. 제가... 뭐……..,2
"공지문에 오타가 났었나보네. 봐, 아무도 7시 조금 넘었는데 아직 아무도 안 왔잖아.",5
전에 방송 보니까 그런 사람들이 있대.,6
그 때 운동회 사진 보면 진짜 웃겨. 얼마나 눈에 띄었는지.,7
"아빠가 엄마를 힘들게 한 거 아니면 뭐야. 아빠는 진짜 나쁜 사람이야. 요즘 집에 들어오지도 않고, 엄마가 이렇게 힘든지도 모르지?",4
그러게요. 형님은 은퇴하시면 시골 내려간담서요?,1
그래. 시켜보자.,1
나 저녁 먹기 싫단 말이야.,6
그럼 할머니 한테 이 그림 줄거야?,1
그러든지 말든지.,6
삼촌은 그럼 아빠랑 똑같은 일 해요?,7
진짜 그런가보다. 내가 쉽게 설명해주고 싶은데 뭐라고 말해야 할 지 모르겠네. 어설프게 2개 국어 하려니까… 진짜 하나도 제대로 못하게 되는 거 같아. 꼭 바보된 기분이야.,4
미안해 정말…,4
그랬구나. 결혼식은 어디래? 너는 가냐?,1
" 어, 됐다. 할아버지가 버튼을 잘못 누르셨나봐요.",7
 아. 그건 좀…,7
당연하죠…하… 진짜 제가 얼마 들인줄 아세요..? 이거 어머니한테 청구해야될거 같은데..,3
그래.. 나도 무슨 말인지 알아.,4
"그리고 다른 연쇄살인범들은 수법이 정해져있는데, 이 연쇄살인범은 수법이 너무 다양해서 패턴을 찾기가 힘들대.",2
아빠는 맨날 그래. 엄마한테 맨날.,6
고개 들고.,1
"집에는 갑자기 왜? 방금 카페 들어 왔으니까, 아빠 커피 한 잔 하는 동안 조금만 기다려. 뭘 그렇게 서둘러서 집에 가려고 해?",5
우와! 먹어보고 싶어요.,7
 그래도... 나는 엄마가 다시 행복해진 거 같아서 좋은데. 형은 안 그래?,4
오빠 나 용돈!,7
왜? 너가 자신있다고 했잖아. 장군이 너희 집에서 더 행복할거라며?,5
우리 직원들도 다 잘해주지?,1
네 생일? 7월 31일.,0
미안해서 어떡하지. 고모가 깜빡 잊어버렸어.,6
 점심 뭐 먹지?,1
할머니가 과일도 계속 주고 동그랑땡도 주고… 진짜 너무 많이 먹어서.. 저희 누나는 배탈도 났어요.,6
니가 지금 하는 게 우기는 거거든?        빨리 결정해. 애기인지 학생인지.,6
" 어? 어… 그냥 몸살인 것 같다는데.      근데, 삼촌이 왜 이렇게 놀라?",5
"나는 어릴 때 매일같이 산 타고 다녀서 그런가, 지겹더라 산은.",6
엄마. 잠깐만. 방금 윙 소리 들리지 않았어?,5
당신 그러면 내가 숨 막히잖아.,2
"청소 좀 잘 해라, 이 녀석아. 방이 이렇게 더럽냐.",0
어린애? 뗴를 써? 내가 지금 나 좋자고 골프치러 가? 다 우리 가족 위해서 돈 벌어 오려고 그러는 거야!,0
야! 잠깐만! 나도 무섭단 말이야!!! 아잇..,5
할머니 저는 요리사가 될 거예요.,7
저 어때요?,7
잘난 척이요? 할아버지! 뭐 화나신 거 있으세요? 왜 저한테 화풀이하세요?,6
술 마시기 시작하면서는 더 많이 날카로워졌지.,6
치과에 들어오면 이상한 약 냄새가 난단 말이예요.,6
불륜녀랑 거의 뭐 살림을 차렸던데? 어엄청 행복해 보이더라.,3
"그래서 공부도 잘 해야 되고, 운동도 잘 해야하는거야.",0
방금 못 봤어?,6
욕 한 마디만 더 하면 엄마한테 다시 이른다?,6
네에?,5
그럼.,7
그게 거깄었어. 어머 어머. 영숙이 어린 거 봐. 얘는 이 때도 이렇게 입술을 앙 다물고 있네.  이러면 자기가 엄청 예뻐보이는 줄 안다니까?,5
너 지금 엄마 유전자 욕하는 거야?,6
그러니까 내가 저렴한 걸로 아무거나 사시지 말랬잖아요.,0
요새 아주 우울해.,4
뭐라고….? 하.. 아빠 친구들 부부 동반 모임을 갔는데… 엄마만 혼자 먼저 보내고 아빠는 친구들이랑 계속 논거야…?,5
다음번에는 경비실에도 에어컨 설치하는 거에 대해서 따로 이야기를 나눠 봐야겠어요. 어차피 곧 반상회 날이 돌아오니까요.,6
음… 아빠가 취미 생활이 많이 없긴 하지..,6
네... 솔직히 그냥 제 일거수 일투족을 감시하면서 시비거는 사람으로 보여요.,6
이런 대사 드라마에서나 듣는 건데.,1
"야, 너 진짜… 제발 가만히 있어라, 어?",6
내가 한 번 봐야겠어.,6
"아니 이정도로 늦게 책을 갖다줬으면… 그정도 말도 못 해, 내가?!",6
"근데, 그 할머니가 경상도 사투리를 썼단 말이지?",5
 당연한 거 아니야?        허구헌 날 다른 여자 쫓아다니는 아빠. 나도 이제 필요 없어.,0
알았다구. 조심할게.,6
"그러니까요. 현아 걔가, 학교 다닐 때부터 취직한다고 학점관리도 엄청 하고       애들 다 하는 휴학도 한 번 안 하고. 그래서 이렇게 스트레이트로 졸업도 하고 취업도 한 것 같애요.",5
"어 그럼, 요 앞에 공원에서 할까요?",5
몰라. 얘기하기 싫어. 그냥 다 싫어.,6
뭘 생각해!,6
잠깐만~,7
"어머, 그게 아르바이트에요? 자원봉사인줄로만 알았는데.",5
아니. 수업 시간에 발표하다가 울었어.,6
뭐..? 세상에. 좀.. 너무 충격적이야.,5
제대로 안하는게 뭐가 있어요? 제발 좀 아들래미 말 좀 믿어요 좀.  노인네가 귀는 얇아가지고 사기꾼 말을 왜 이렇게 쉽게 믿어요.,0
"응. 형이 다음주에 시험 끝나면, 시간 나는대로 정리해서, 택배로 보내줄게.",7
다음에 또 비엔나 갈게… 엄마한테 비행기표 끊어달라고 해야겠다. 지연이 공책 다시 사주러 가야된다고 할게.,2
내가 진짜 웃겨서 웃긴다고 한거 같냐?,3
이모가 엄마한테 혼나? 근데 이모가 엄마보다 나이 많잖아.,5
뭘 일러바치긴 일러바쳐. 주원이가 얘기했어.,6
나는 하다 말았어. 우리 지금 같이 할까?,7
나 이대로 가도 돼.,1
아니야.  진짜야!,7
정치인이야?,5
형네 학교는 언제 개학이야?,6
키는 안 컸는데 무슨 발이 컸대?,6
어...,6
나도 중간고사야. 그래도 큰 형 혼자 있음 뻘쭘하잖아. 가 줘야지.,0
닥쳐! 안닥쳐?,0
"제가 가는 길을 막고 문을 잠궈야 못 나가게 하는거에요? 밑반찬이 값이 나가네 어쩌네 하면서 사람 무안 주는 것도, 막는거 아니에요?!",0
"할머니. 하나만 사자, 하나만.",6
분리수거 하다가 반 애들 만나면 쪽팔려.,0
그럴 수도 있어요?,5
근데 엄마는 키 쪼끄매.,6
오만원? 왜? 용돈 다 썼어?,5
아… 알았어. 미안 미안. 그냥 오늘 일은 없던 일로 하자. 어차피 너가 먼저 잘못한 거잖아.,2
왜 그렇게 화를 내? 아니면 아닌 거지. 안그래도 정우네 가족이랑 겨울에 스키장 같이 가기로 했어! 좋겠네 우리 딸~,7
에어컨 사용도 줄여야하는데.. 너무 더우니까 틀게 되고... 자꾸 틀면 지구 온난화만 더 심해지고...그럼 또 더 더워지고.... 그럼 또 에어컨 틀어야되고....,6
아 죄송하다니까요. 금방 갖다 드릴게요,1
네. 뭐 정신없지만 어찌어찌 하고 있어요.,7
"소라가 아이돌 하는거, 엄마도 좋아하셔?",6
어쩜 비도 한 방울도 안오냐.,6
해봤는데 편의점은 처음이에요.,1
저 코 안 골아요!,7
뭔데 그래? 얼른 말해봐 엄마 궁금해,5
아….,4
한 삼십분 정도?,6
누구?,4
네네. 굳이 안 쓰셔도 될 거예요.,4
싫어. 나는 무서워. 그런 거 하기 싫어.,6
희준이 똑 뿌러져서 알아서 잘 할거야.,7
 그런가봐.,7
왜? 어떻게?,5
원래 유전이 한 다리 건너서 될 때도 있다고 하잖냐.,1
채식? 채식주의자 하기로 했다고?,1
그래? 잘 됐다.,7
쩨쩨하게 과자로 이럴래?,0
아가씨는 대기 몇 번이에요?,5
그래도.. 자주 놀러오는게 좋지. 통장 바닥나도 혜리 자주 보고 싶다.,7
할머니는 입천장이 두꺼운가봐.,1
"아이고, 뭘요. 집도 이 근처인데요 뭐. 괜찮습니다.",1
네...,2
사계절 아름답다는 것도 다 옛말이라니까.,1
아니.. 어머니가 제 집에 물건을 놓고 가셨잖아요.. 제가 우리 집 소파 밑에 핸드폰이 떨어져 있어서.. 그거 확인하겠다는데. 뭐 문제 있어요?,3
"먹는 건 좋다 이거야. 다만 오만원이라도 챙겨주려는 마음이 있어야지, 식구들 주렁주렁 달고 오면서 어떻게 빈손으로 올 수가 있어?",0
"니 공부가 제일 중요한데, 니 레벨에 맞는 반에서 공부 하는 게 중요하지.",6
베트남?,5
응. 이제 사주.,4
내가 안 말렸지.,6
 보셨어요?,5
그럼.,7
오~ 이젠 이모한테 소리지르기 까지 할 수 있네. 너는 동시에 정말 많은 일을 할 수 있구나.. 넌 꼭 요리사가 되어야겠다!,7
그래. 좋아 보인다. 진짜로 얼굴이 좀 핀 것 같애.,5
그냥. 내 편 들어줘서.,1
글쓰기 시험이랑… 면접이랑.. 그런 거 가르쳐 준대요. 모의 시험 같은 걸 보기도 하고요..,6
그래도 다행이다. 아빠라도 밖에 있어서. 아빠도 몸 조심 하라고 전해 줘.,2
아빠랑 엄마랑 그럼 왜 그렇게 차이가 나는데요? 엄마는 노력을 하니까 저랑 말이 통하시 거잖아요. 엄마랑 아빠랑 나이는 동갑인데.,0
안경 쓰시고 멀리서 보세요.,1
세연이요?,5
아니 그게 아니라. 우리 아빠 죽었어?,4
저희가 반납 부탁드린다고 문자로 연락을 드리지 않았었나요?,6
"에,뭐라구요? 지금 말 다하셨어요?",0
응. 들어봤지.,1
 그게 아니고요. 저기... 고모한테 부탁 드릴 일이 좀 있어서.,4
"에이. 사는게 어쩜 나아지진 않고, 매년 점점 힘들어 지는 거 같아.",6
그러는 너야말로 막말 좀 그만해.,0
혹시 저번에도 세탁물 제대로 안 빼 주신 거 그쪽에서 그러신 건가요?,3
"아, 그래? 고모부가 부자구나.",7
 예?,5
 진짜 그러면 좋겠네요. 일단 여기 너무 좋으니까 부모님이랑 상의해보고 연락 드릴게요.,7
"하여튼, 재은이가 누굴 좋아하다니 의왼데? 원래 삼촌이랑 결혼한다고 그랬잖아.",5
넌 왜 덕진이처럼 열심히 바둑 안하냐?,0
여기 누가 풀로 붙여 놨는데.,6
왜 이런 장난을 쳐?,0
그게 그래서 그런지 재현이가 윤주를 조금.. 윤주가 재현이랑 별로 안 놀고 싶어해요.,6
어떤 할머니가 폐지 주워 모은 돈을 학교에 장학금으로 기부하셨대,5
"왜, 자기도 운동해서 화를 좀 삭여 볼라고 그러는거야?",7
"윤성이 집에 책이 너무 많아서 살 수가 없다고, 큰 엄마가 안보는 만화책을 열 박스도 넘게 우리집에 가져다 놨거든. 너 가져다 보라고.",3
아빠랑 같이 외식이나 하고 올까?,4
 어휴. 그래 알았어. 그럼 선생님한테는 가족 여행 간다고 말씀드릴게.,6
전 반말 하는 게 더 불편해요.,6
 아 정말?,4
흠. 그럼 딱 한 마리만 더 데려오자.,4
"제가 말 한 번 잘못하면, 곧바로 뉴스에 파경소식 뜰 텐데.. 그냥 입 다무는 대가라고 생각하세요.",6
엄마 재혼한대.,6
고작 젤리 가지고 사람 무안하게… 니가 시집 못 가는 이유가 있어.,3
거기는 삼촌이 없잖아~,6
 아빠는 오빠한테 너무 약해.,6
"보통 한 시간? 정도 차 마시고, 괜찮으시면 애프터로 식사 하러 가시면 되는데, 오늘 세 분이나 만나야 하셔서, 애프터는 나중에 하시고 일단 차만 드시면 될 것 같아요.",1
아.. 그래그래. 난 다 좋아.,1
그럼 저한테 나중에 문제 생기면 최용일 순경님이 책임 지실 건가요?,6
 공부는 너무~ 재미없어.,2
제발요. 리어카 끌고 다니시는 거는 진짜 못 보겠어요 할아버지.  제가 엄마아빠한테 말씀드려 놓을게요.  오늘 정 심심하시면 요 앞에 노인정 나가시는 건 어떠세요.,0
아 요즘 누가 무식하게 단어를 그렇게 많이 외워요.,0
"네. 잊고 살다가도, 생각이 나면 너무 가슴이 아프고...",1
 어.. 맞는데.. 미성 아파트… 105동..!,5
아... 저 괜찮은데...,7
 야 보냈다. 한 달 이내에 갚아.,1
잘 둘러 대면 되지.,6
말 다했다. 야 너 지금도 좀 성질이 올라오나보다? 나는 아버지 그러시는거 숨막히고 너무 싫었어.,0
아! 놀리지마. 맨날 애취급하고.,6
에이 진짜 이 양반이 과장이 심하네… 그렇게 불편하면 이사를 가든지!,6
"어, 형석아. 오랜만이네.  왜 이렇게 오랜만에 왔어.",7
죄송한데 저 그냥 나갈게요.,3
감사합니다. 저 과자 하나만 사도 될까요?,7
"아니, 뭐 그런 건 아니고. 축하해. 나 먼저 들어간다?",6
 삼촌 저도 제 일 하면서 사명감 가지고 해요. 그렇게 말씀하시지 마세요.,0
아니. 너는?,1
야. 내가 먼저 생각했잖아~,6
아아아아 할아버지 한 번만요.,6
됐어. 귀찮아.,6
예. 그럼 저희가 한 번 더 확인해보겠습니다.,6
혹시 오늘 저녁에 회식 가능한가?,1
내가 망가뜨리는거야? 이 컴퓨터 아빠랑 엄마랑 다 같이 쓰는거 잖아.,6
엄마. 아무리 우애가 좋아도 다 큰 형제가 그렇게 손잡고 다니겠어? 그런 사람들 봤어?,0
그러게요. 반려 동물을 키우는 게 육아에도 좋다고 하더라구요.,1
"아빠, 아빠는 어쩌다가 엄마랑 결혼하게 됐어?",7
용돈? 삼촌 돈도 없잖아.,6
"아, 다른게 아니라. 전에 단곡대학교에서 수학경시 대회 봤던 기억하지?",2
텐트를 샀어?,5
나보다.. 여덟살 정도.,7
"부럽다…. 나는 멀리 살아서, 못 다닐 거 같애.",4
네. 형님. 남자친구 있으면 막 스킨십 하고 그러지 않을까요? 저는 그 생각 때문에 잠이 안 와요.,6
 오… 멋져.,7
모르겠다니. 그게 무슨 말이니?,5
무진아...무진아....,4
우리 만난지 반년도 안됐잖아.,3
지금은 괜찮은 건가요? 공사 한 거죠?,2
그건 니가 아직 어려서 그랬던 거고.,5
그럼 니가 대신 갈래..?,7
"그쵸. 요즘 다 대출 끼고 시작하죠. 우리 재인이가 그 대출금 갚으려면         집안일 말고, 밖에서 돈을 열심히, 벌어야겠더라구요.",3
그런 걸로 놀리면 엄마한테 데려 와. 엄마가 혼내줄게.,3
그럼 어떻게 해야 할까요? 뭐든 할게요.,2
아빠 나는 왜 팔다리가 좀 짧은 것 같아. 옆집에 철수는 보면 팔다리가 길쭉길쭉해서 키는 나랑 비슷한데… 좀 커보이거든.,6
그래? 나야 좋지. 안 그래도 경비 일자리 구하고 있던 참이었잖아.,1
어? 인감이 왜 책상에 올라와 있어?,5
응! 갑자기 애가 얼굴이 빨개지더니... 가만히 앉아있다가...오줌을 싼거야…! 그래서 지욱이가 막 울고 애들이 놀리고 그랬어.,2
응.,6
그래.. 나 이번에 다리 다치고 정형외과 몇 번 가니까 몇 십만 원은 금방이더라고.,6
은지씨는 주인공 역이고요. 귀신을 보는 역입니다.,1
껍질에 기름이 많아서요. 지금은 절대 담백한 음식만 드셔야 돼요.,6
그래? 그러면 이모가 이것만 하고 이제 길에서 안할게.,6
모르겠어요. 못 참겠어요.,0
그 땐 별 문제 없었어?,2
그게 뭐가 무서워? 인과응보지.,6
"나도 알지. 선생님도 이런 얘기 하는 거 너무 싫은데. 어쩔 수가 없다. 학생주임 선생님 귀에라도 들어가봐, 너희 둘 다 부모님 불려오고 난리나.         그 전에 선생님 선에서 잘 끝내자. 알겠지?",4
됐다 치자. 왜.,6
그게 오늘 업무예요.,1
아이고…. 오늘 못 보면 몇 달 뒤에나 볼텐디. ,6
내가 지금 화 안 나게 생겼어요?,0
근데 아까 엄마가 설겆이 하고 밖에 내놓으라고 해서 제가 문 앞에 내놨는데.,2
영수씨가 이게 회사 생활이 처음이라 잘 모르나 본데.. 그런 걸 보통 나같은 사람한테 물어보나..?,3
왜?,6
"아니요. 의사 선생님이, 치료가 필요하다고 하셨으면, 저희가 치료를 하고 왔을텐데. 그럴 필요가 없다고 하셔서, 연고만 발라 줬어요. 혹시 서연이가 아프다고 하거나, 상처가 덧나면, 병원 다시 데리고 갈게요.",6
안녕하세요 할아버지.,7
어...있잖아요.. 선생님. 짝꿍 다시 바꾸면 안돼요?,2
기다려. 내가 금방 약 사올 게.,1
응 이모는 어떻게 이렇게 나랑 자주 놀아줄 수 있어?,1
하루 이틀 일이 아니니까 문제지. 교육이라는 게 어디 하루 아침에 되는 일이 아니잖니. 옛날부터 교육은 백년지대계 라고 했는데...,6
그래. 그래도 기특하네 우리 딸.,7
