,label,text
2120,7,나이 들어서 집에만 있는 것 보다는 낫다. 아빠는 뭐 하는데?
2121,7,말씀하시지. 아무튼 담배 친구 생겨서 좋다.
2122,1,딸래미는 국문과 다니고 아들은 바이오 관련 학과 다녀.
2123,6,"이제 소주 한 병만 마셔도, 다음 날 회복이 안돼.  나이가 들긴 드나보다."
2124,4,그건 그러네.
2125,7,맞아. 우리 학교가 좀 이상해. 문이 어딨는지 찾기가 힘들어.
2126,0,"습, 뭐? 이 자식이?!!"
2127,0,왜 안돼? 진영이가 지금 우빈이한테 한 거랑 똑같은 거잖아.
2128,7,내 평생동안 한번도 빨래를 해본 적이 없어.
2129,5,아... 네…
2130,6,너 요새 점점 나한테 막 하는거 같아. 선배한테 그래도 되는거야?
2131,0,치킨은 안 다니?
2132,1,현철아. 형이 케익 한 조각 사줄까?
2133,6,그렇게 그냥 냉전상태로 아이스크림만 주구장창 몇 달을 먹었지.
2134,6,너무 멀잖아. 윗집 할머니는 우리 윗층에 사는데…..
2135,2,그래. 그러니까 조금만 먹어.
2136,0,"아, 네네! 해드릴게요."
2137,7,진짜 아무렇지도 않고요. 엄청 개운해요.
2138,6,"그럼 형이 조금만 더 부담하는 걸로 해. 그리고 상황봐서,        더 악화 되시면 요양원 알아보긴 해야할 것 같아.        사실 아버지 어린아이같은 모습으로 돌아가셔서 투정 부리고 하실 때마다 옆에서 잘 해보려고 하는데, 힘도 좋으시고.. 너무 지치더라."
2139,0, 지금 여기서 전을 어떻게 부쳐. 재료도 없는데. 그리고 전이 얼마나 손이 많이 가는데 지금부터 부쳐서 어떡하자구.
2140,6,엄마는 돈도 벌고 내 숙제도 도와주고 밥도 해주고 집안일도 하는데. 아빠는 돈 버는 거 말고 하는 일이 뭔데?
2141,5,왜?
2142,7,그래? 계좌 줘. 조금 보낼게.
2143,4,저는 몰랐죠. 수원이면 가깝네요. 아침 먹고 바로 출발할까요?
2144,6,아..핸드폰 얼마 전에 바꿔서 할부금 완전 비싼데..
2145,6,"특히 한국음식에는 고기로 육수 내는 것도 많고, 잘게 갈은 고기를 넣는 음식도 많잖아요. 비건 음식을 따로 준비하는 경우도 없고."
2146,1,아 전액을 못 받았다고? 이번에 전액은 세리가 받았을걸?
2147,1,"대신에 오늘 밀린 숙제 다하고 나면, 선생님이 이 동네에서 제일 좋은 피시방 데리고 가줄게."
2148,3, 그래서 이것들 파는 거라고?
2149,6,"그러니까 그러고 다니지. 나는 할 말 없으니까, 내방에서 나가주면 안돼?"
2150,3,너는 엄마한테 용돈 받잖아. 용돈받아서 다 어디다 쓰냐?
2151,6,제 말이요. 나이가 들수록 낄 데 안 낄 데를 잘 가려야 한다니까.
2152,7,음.. 저희가 세식구라서요. 쓰리룸이면 좋을 것 같은데 좀 넓은 걸로요.
2153,1,나는 심리상담소에서 사람들 상담해주고 있어.
2154,7,알았어 알았어 그래도 잔소리 해주니 좋네
2155,5,절대 뭐라고 안 할게.
2156,5,헐...
2157,6,"엄마한테 무슨 염치 타령이야. 그냥, 아무 생각말고 집중해서, 한번에 붙을 생각 해."
2158,7,"아, 떨어졌어."
2159,1,담임 선생님이랑.. 일단 이야기 했어요.
2160,7,그냥 인생이 살만 한가 싶어서. 삼십대가 된 기분이 어때?
2161,4,오빠 불쌍하지…
2162,1,셰어하우스에서?
2163,7,감사합니다.
2164,7,그래. 다녀와. 일은 언제까지 하려고?
2165,7,응. 골프해서 돈 많이 벌어서 할아버지 집 사줄 거야. 우리집 윗집으로.
2166,1," 혼자, 순례길을 걸어 보고 싶은 거지?"
2167,4,그래?  어쩐다니. 남자 잘못 걸렸구나.
2168,7,아니 나 진짜로 거기서 점심 먹고 싶어서 회사 다니고 싶었다니까?
2169,7, 몰라~
2170,0,내가 이 집에서 30년째 살고 있거든요? 여기 중국집이 새로 생겼다길래 원래 먹던 데서 안 시키고 바꿔봤더니. 기본이 안 되있네 기본이 안되있어
2171,4,"그런가봐. 같이 업체 부르자고 반상회에서 얘기 나왔었는데,  아래층에서 죽어라고 안 한다고 하는 거야, 자기는.  아무래도 그 집에서 다 나오는 거 같어."
2172,4,그래… 흠. 유치원생도 여자친구 남자친구가 있다는 거지.
2173,7,그래? 근데 지금은 그럼 운동을 안 해요?
2174,0,사람이 사람 때리는데 이유가 어딨어! 무조건 잘못한거지.
2175,0,그래서 확인해보라고 한 거잖아! 이거 돈은 돈 대로 들고! 얼마나 번거러운 줄 알아?
2176,4,응.. 너무 너무 먹고 싶어 엄마 미안해..
2177,6,하… 누나는 진짜 이상한 사람이야….
2178,4,그래그래. 네 말이 맞아. 앞으로는 더 신경 쓸게!
2179,7,헐 너무 좋아.
2180,6,수철이도 있잖아요. 저는 그냥 제 인생 살래요.
2181,6,"면은 내가 삶아 줄게, 할머니가 골뱅이 무쳐줘."
2182,5,작년에 무슨 일이 있었어요?
2183,0,괜히 헛걸음 했잖아요.
2184,1,"나 먹는 거 야금야금 줬더니, 입맛이 어른 입맛 됐어."
2185,4,아 미안 미안.
2186,3,거짓말 좀 그만해 삼촌.
2187,7, 형이...너희 누나랑 결혼하고 싶거든.
2188,6,이빨을 깨끗이 안 닦아서 그래.
2189,6,근데 벌써 또 새로운 사람이 생겼어? 대단하다.
2190,0,"이 자식이 이제 좀 컸다고, 역공을 하네? 내가 백수나 되니까 너랑 놀아주고 있는 거야.  나 바빠지면 서운해 하지 마라."
2191,7,그럼 저는 선생님만 믿고 있으면 되는 거죠?
2192,1,할아버지 스물 한살 때 만났지. 벌써 50년도 넘었네.
2193,6,원래 한 사람만 잘못하는거보다 둘 다 잘못인 경우가 많은거야
2194,4,"네. 정말요. 근데, 한편으로 내가 힘들어할 자격이 있나 이런 생각도 들어요."
2195,5,미팅 두 세번? 왜 해보고싶냐.
2196,2,아 스물 다섯 살이에요.
2197,1,응응 그래.
2198,5,"아빠, 이번에 성묘 언제 가실 거에요?"
2199,0,"왜 호들갑이야? 냄새 안 나는 청국장이야, 이거."
2200,0,"너, 이번 학기 성적은 나왔어?"
2201,0,"그럼요. 처남이 웬 말이에요, 처남이.  감독님 지금 엄청 취하셨죠. 그죠. 그러지 않고서야 이럴 수가 없어.  감독님 술이 원래 이렇게 약하셨어요? 김감독님한테 여쭤봐야 하나? 감독님 취하시면 원래 이렇게 헛소리 하시냐고?!"
2202,0,"집이랑 시댁이랑 같냐? 집에서는 너네가 알아서 하고, 시댁에는 어머니도 계시고 우리 와이프도 있는데 일 하는 척이라도 해야지."
2203,6,아 제 핸드폰이 얼마 전에 고장나서. 피자 좋죠.  혹시 그 분 연락처 좀 알 수 있을까요?
2204,6,그 사람들도 잘 몰라서 그렇지. 선인장도 물 너무 안 주면 말라 죽어.
2205,6,그래야 예체능 입시를 준비를 할 거 아니에요.
2206,5,와 진짜요? 저는 누나 17살인 줄 알았어요.
2207,1,애기한테서 벌써 조 과장 얼굴이 보이네. 이름은 정했어?
2208,0,그런 걸 왜 이렇게 쪼그맣게 써놓는 거야 대체. 중요한 건 크게 크게 좀 써놓을 일이지.
2209,1,새겨듣지 당연히~ 그냥 억울해서 그러지.
2210,5,예정일은 한참 뒤잖아. 빨리 터졌네.
2211,5,그래. 얼마 전에 집을 짓더니 새끼도 낳고.        저 놈들 덕분에 심심할 일이 없구나.
2212,2,아빠… 나 이제 거기서 일 안 해.
2213,7,어? 그러네. 대신에 면이 불어서 양이 더 많아졌어. 우리 배부르게 먹을 수 있겠다.
2214,4,"부모님이 수시비용 내주시니까, 말씀 드리긴 해야될 것 같은데,        솔직히 어떻게 말씀 드려야할지를 모르겠어요.        쌤은, 어떻게 부모님한테 말씀 드렸어요?"
2215,6,내가 언제 그 쪽 탓을 했어요?
2216,5,"오픈한 지 얼마 안 됐는데, 이벤트 하는 중인가 봐."
2217,1,아니요. 오늘 엄마 친구네 온다고 멀리 왔어요. 엄마랑 버스 타고 왔는데… 왜요?
2218,5,왜 갑자기 혼자 자는 게 무서울까? 혼자서도 잘 잤었잖아.
2219,7,"에스프레소 마시고, 선글라스 쓰면 젊은 거야?"
2220,7,어 저 쪽으로 가시면 되요.
2221,2,그렇지 우리나라에서 아직은… 동물을 죽였을때 처벌이 거의 없는거나 마찬가지니까…
2222,2,알지…
2223,6,복은 무슨… 저 그런거 안 믿으니까 어서 나가세요
2224,5,어.  넌 너한테서 나는 이 냄새가 안나?
2225,2,"어, 들린다. 뭐지 이거? 쥐 같은데?"
2226,6,주사... 맞으면 괜찮아... 옆집 개도 주사 맞았대….
2227,1,절 한 번당 만원?
2228,6,"그래서, 뭘로 묶었어?"
2229,0,뭐? 이게 보자보자 하니까. 쪼끄만한 게.
2230,7,"준호 취향이 쨌든, 니 쪽이라는 거잖아."
2231,7,어떤 과자 좋아하는데요?
2232,7,"아 이거, 저희 엄마가 젓갈 보내주신다고 또 잔뜩 챙겨 보내셨나봐요. 죄송해요."
2233,6,나 설득하려고 하지마. 나는 턱걸이 좋아해.
2234,1,감자. 털 색깔도 그렇고 얼굴도 그렇고.. 딱 보면 감자를 닮은 녀석이었거든.
2235,0,저거 말하는 꼴 좀 봐.  어휴 속 터져.
2236,6,여튼 노트북은 안 돌려주면 안돼? 아니면 나 수능 끝나고 헤어지던가.        그 때 노트북 돌려주게.
2237,5,응?
2238,4,어… 저번에도 기회를 주셨는데… 제가 사죄하지 않아서요.
2239,5,5명이면 진짜 30분이 더 걸릴 수도 있는데… 바꿔드리는건 안될거같아요.
2240,6,그래도 외부인이 보면 혼성은 혼성이지.
2241,5,그래 알았어. 근데 너 언제 들어올 거야?
2242,7,몸에 너무 힘이 들어가 있어. 노래할 때는 항상 힘을 정확하게 적당히만 줘야 해요. 호흡에 필요한 곳에서 딱 집중해서 힘을 준다고 생각해봐요.
2243,5,뭐라고? 언제 연락왔어? 직접 연락한거야? 아니면 누가 대신해준거야?
2244,6,"이해를 못 하시네. 아직 가오픈 중이죠, 그럼 음식 좀 내와보세요."
2245,5,어 뭐지? 플라스틱 아닌 거 같아.
2246,6,많이 먹어야 크지.
2247,6,"어휴, 넌 니 자신이 그렇게 좋아?"
2248,5,그래? 걔가 더 잘 생겼는데.
2249,0,야!
2250,7,예.
2251,1,그게 근력이 세다는 증거지 뭐. 기준이가 언니 닮아 그렇게 운동을 잘하나보다.
2252,7,"얼굴은 제 취향이 아닌데요, 목소리가 진짜 좋아요.  걔가 목소리 깔고 제 이름 부르면, 솔까 심쿵해요."
2253,6,"우리 오 둘 다, 덜렁대는 사람이랑 결혼을 했지?"
2254,7,네. 수행평가 열심히 하세요. 
2255,5,네? 저 논문 좀 쓸려고….
2256,7,창문 열어 놓으니까 이제 제법 쌀쌀하다.
2257,7,쉬운거면 그냥 검색해보고 말지.
2258,7,"고맙긴 뭐가 고마워, 가족인데."
2259,7,그러엄. 오픈 첫 날 가서 개시를 싹 했지 내가.
2260,6,네~ 그럼 아저씨는 그냥 사지 말고 그냥 지나가세요~
2261,7,맛 괜찮죠?  언니 이번에는 어디로 가는 게 좋을까요?
2262,4,군대? 기왕이면 다녀온 남자 만나겠지. 안 그럼 군대간다고 또 헤어져야 되니까.
2263,6,참.. 까다롭게 그러네..  다른거 다 된다니까요~
2264,6,67번 버스가 약재 시장을 간다고 그랬는데…
2265,0,김지연씨 아이디 맞는데 본인이 안썼다고요?
2266,6,되고 싶은건 엄청 많은데… 너무 많아서 뭘 써야 할지 모르겠어.
2267,5,아...
2268,6,어휴 무서워라. 요즘 애들은 말을 너무 무섭게 해.
2269,5,사람들이 왜 알코올에 중독되는지 알 것 같더라.
2270,5,그 때 어떤 아가씨가 너 데리고 미아보호소 데려가서 놀이공원 전체에 방송했었잖아.
2271,7,나 치킨!
2272,3,아 알았어~ 치우면 되잖아~
2273,0,할 줄 아는 게 왜 없어 내가!
2274,1,수지야 너 미술 숙제 했어?
2275,5,누구한테 맞아서?
2276,6,그게 아니라. 이런 날은 언니랑 데이트도 하고 해야지.
2277,1,"가서는 사는 거고, 보는 건 까페에서 봐. 사무실에서 보든."
2278,7,너는 왜 여기 앉아있냐? 큰집 안 가?
2279,4,"뭐, 조금요."
2280,6,할아버지는 그런 거 잘 모르는데…
2281,0,"근데, 이거 엄마아빠한텐 얘기하면 안 돼요, 알았죠?"
2282,7,"네, 이번에 시골에서 보내주신 배추랑 무가 좀 양이 되더라고요. 고춧가루도 좋은 걸 썼으니까 맛 들면 마음에 드실거예요."
2283,7,어. 딱 오늘까지만 끓여조라!
2284,7,네 오늘 중으로 몇 개 추려서 보내드릴게요!
2285,5,그래? 어디 가는 길이었나보네.
2286,6,미안해. 엄마가 더는 이렇게 못 살겠어서 그래.
2287,7,네. 샘.
2288,6,"유명해지는 거 싫다고! 나는 모르는 사람들이, 내가 하는 걸 아는 거잖아!"
2289,5,아 씨. 깜짝 놀랐네.
2290,7,어. 내가 투자대비 대박 수익률 올리게 해줄게. 나 믿지?
2291,7,네… 뭐…
2292,7,응. 선생님들이 엄청 잘 가르쳐주셔.
2293,0,아.. 또 그런 예의 범절은 알아?! 카페에서 조용히 얘기해야 다른 손님들한테 폐 끼치는게 아니라는건 또 알아?! 그걸 아는 사람이 남의 남편한테 손을 대?!!
2294,6,아니.
2295,5,그래? 그럼 나도 그 브랜드 이름 좀 알려주라.
2296,3,"세상 피곤하게 사네. UFO가 있다고 믿으면, 세상이 얼마나 다르게 느껴지는데."
2297,1,그랬지.
2298,2,나도 사실 막막해. 경영 쪽을 배워도 내가 직접 경영할 수 있는 것도 아닐 거고.
2299,5,뭐???? 임신???  어머 어머. 웬일이야. 임신?? 이 나이에???
2300,6,"그 이유에 대해서 길게 써있었는데, 다 안 읽어 봤어."
2301,0,그래도 어제 군청에서 나온 감사원이 우리 후배라 넘어 가는 거야.
2302,5,응. 할아버지 게임 디자이너 어떻게 알아?
2303,6,"선생님, 이 문제가 너무 안 풀려요.  계속 풀었는데, 계산은 맞는 것 같은데 자꾸 답이 틀려요."
2304,5,응. 고모보다 부자네.
2305,5,선생님! 오늘 120쪽부터 수업하나요?
2306,1,"아, 아니에요. 선생님 수업 가세요. 안녕히 계세요."
2307,5,그러면은 이거 경찰서에 가져다가 줘야하나?
2308,0,뭐? 세상에… 그럼 물인 척 하고 판매하지만 사실은 혼합음료. 그러니까 음료수에 가까운 것들이 있다는거구나?
2309,4,"그래도.. 등록금이랑, 생활비랑 이런 거 생각하면, 대학 포기하는 게 맞는 것 같아요."
2310,7,맞아 그렇겠다. 내일 같이 가줄래?
2311,0,"아, 정말요? 그거 정말 너무하네요. 그 분들도 다 같이 아파트에서 생활하시는 건데 어떻게 그럴 수가 있어요."
2312,4,"저 딱 일주일만 붙이고, 그 다음엔 제가 다 떼어낼게요. 제발요."
2313,1,당연하지. 나도 이모처럼 빨리 키 크고 싶단 말이야.
2314,6,아이고… 세상에. 요즘 애들 무섭다 무섭다 말만 들었지.. 참나..
2315,6,다 티나.
2316,6,몰라아.  언제 내 인생이 뭐 계획한대로 된 적 있어? 팔자에 있으면 하겠지.
2317,6,저희 학교에 저 같은 애 많은데… 저 정도는 약과에요.
2318,5,응. 그래서 전철타고 수진이 이모네로 가는데
2319,5,그래....? 흠.. 과연... 자네 마누라도 과연 그렇게 생각할까?
2320,2,근데… 내가 어제 너무 졸리고… 택수도 막 이불에 오줌싸고 해서… 사 십 장 밖에 못 그려왔어.
2321,1,"쓰는 건 아니고, 넣어둔 동안 이리저리 굴려서 불리는 거지."
2322,6,제가 성적에 이의 신청 한 거… 제대로 읽어 보시기는 하신 거예요 교수님?
2323,7,네 좋아요 할머니! 너무 맛있겠다!
2324,3,잘 찾아보세요.
2325,2,헐. 혼자서 어떻게 가요? 너무 무서울 것 같애.
2326,6,비상약도 챙겼어? 소화제나 멀미약같은것도 다 넣어 가.
2327,1,나 체육 시험 볼 거 연습 중.
2328,7,너 저번에 준 영양제 다 먹었어?
2329,1,"말도 안 돼. 미세먼지가 위장으로 다 들어가는 것도 아니고. 기름은 위장, 먼지는 폐로 가는 거 아냐?"
2330,5,뭐라고?
2331,1,"아니고, 어디서 물건을 받아서 판다고 한 거 같아."
2332,0,엄마 저번에도 이렇게 말하더니… 오늘도 이러잖아.
2333,2,응.
2334,6,왜? 내일 뭐 있어?
2335,4,저라도 그랬을 거 같아요. 새 가게 꾸리시느라고 엄청 고생하셨겠어요.
2336,5,제가… 대체... 언제 그랬나요?
2337,2,오래 걸리는거 아니지? 여기 다섯시까지야.
2338,0,너 왜 말을 그따구로 해? 알지도 못하는 애한테.
2339,1,할머니가 엄마랑 한 번 얘기 해볼게.
2340,1,"어… 저, 잠깐 계시더라도 테이블에 앉아 계시려면 음료를…"
2341,0,그깟 돈 안 받아도 그만이야. 자꾸 이럴거면 동서네가 제사 가져가.  우리가 10년 했잖아. 이제 동서네가 가져가.
2342,1,음… 그렇지..
2343,1,휴가 아꼈다 여름에 또 가.
2344,4,내일 은행 열 때 가서 은행 업무 보려고.
2345,7,아우~ 맛있다.
2346,5,너 책도 읽어?
2347,7,헐 그렇게 되는건가?
2348,7, 어머 어쩜 좋아. 오빠 그거 머리 샴푸 아니야.
2349,1,"네 그래야죠. 근데 저는, 돈 어느 정도 벌고 나서는 그만두려고요."
2350,6,이 노트북으로는 이제 아무것도 못해요 진짜.
2351,5,할아버지 거기서 일하게요?
2352,4,"네, 스타엔터입니다."
2353,0,됐고! 그냥 나가!
2354,6,에이. 그걸로 저녁이 돼? 밀가루 좋아하면 전에 그 칼국수 집 어때? 거기 국물 죽이잖아.
2355,4,에휴. 뭐가 그리 급하다고 그렇게 갔냐.
2356,6,콩물 사온 거 있어서 그걸로 콩국수 해먹을 거야.
2357,5,소라는 왜 학원을 안 가지?
2358,2,"네. 그렇죠…  저도 한창 흑당 버블티에 미쳐 살다가. 어느 날 부터는, 확 질리더라고요."
2359,6,"잠깐만 기달려 봐라, 할머니 핸드폰 가져올게. 거기 계산기 있다고?"
2360,6, 그렇구나. 알려줘서 고마워요!
2361,7,"진짜 현명한 소비는… 찾아보고 재지 않고, 그냥 사는 거야."
2362,2,그건 좀…
2363,4, 네. 알겠습니다. 오늘까지만 좀 쉬고 다시 공부 시작할게요.
2364,4,"엄마, 나는 왜 방이 없어?"
2365,3,다음달? 그럼 코앞인데 몇 일 인지를 몰라?
2366,5,너 다른 책도 빌려주면 안돼?
2367,6,아니. 그런건 아니야.
2368,5,준성이 잘 마시네. 역시 우리 술쟁이 집안의 피가 흐르나봐.
2369,6,오빠가 마음이 불편할 게 뭐가 있어? 왜 불편해. 됐어 앉아있어.
2370,1,개가 너보다 다섯 살 많나?
2371,7,김 춘 배 입니다.
2372,7,뭐가? 학원 가는게?
2373,6,"어우, 그 집안 남편도 사사껀껀 규칙 들먹이면서 사람들 귀찮게 하고 다니더만 아들내미도 똑~같이 그러고 있네."
2374,4,아니… 안타깝잖아. 헤어졌다는데.
2375,6,평생 시골에 살던 노인네가 올라가긴 뭘 올라가. 그냥 둬.
2376,6,알았어. 아빠 어려보여. 되게 어려보여. 삼십대 같아.
2377,0,어휴! 얼마나 놀랐는데!
2378,7,"말 그대로 취미, 가르쳐주는 학교야."
2379,4,네 괜찮아요.
2380,6,내가 친구가 어딨어?
2381,6,제가 왜 거짓말을 해요. 경찰서에서 하는 거짓말 어차피 들킬 거.
2382,7,우리 지금 조금 힘들어도… 함께라면 잘 헤쳐나갈 수 있을거야. 알았지? 괜히 술 마시지말고.. 힘들 때일수록 몸을 더 챙겨. 내가 내일 닭 사다가 삼계탕 푹 끓여줄게. 그거라도 먹고 힘내. 응?
2383,6,봐라봐라. 너는 이미 글렀다.
2384,5,할머니 오늘 학교에서 지욱이 때문에 난리 났었어.
2385,5,"그래? 그럼, 내가 가서 좀 보고 올까? 내가 또 불어 좀 되잖니."
2386,1,"아니, 너가 어떤 마음이냐고."
2387,7,그렇구나. 그래도 지희 아주 크게 다친 건 아니라서 다행이다.
2388,0, 어머 왜?
2389,7,아니 친구놈이 한 잔 산다는데. 카페 들어가서 아무것도 안 마실 수도 없고. 마침 이런게 메뉴판에 보이길래 한 잔 사봤지.
2390,6,"네. 누나네에서 맨날 발소리 쿵쿵 들리고, 밤에, 노랫소리가 너무 커서, 잠을 못 잔대요."
2391,7,왜 그래 또 측은해지게.
2392,5,아 80대신지는 몰랐네요 워낙 젊어보이셔서..
2393,7,에휴… 그 사람 원래 그래.
2394,5,맨날 본다고?
2395,5,민지. 예쁜 이름이네. 아저씨 손녀 이름은 민주인데.
2396,4,그 영화를 보고 나서 삼일 내내 울었어. 그리고 나도 그런 연기를 하는 배우가 되고 싶어졌어.
2397,7,고마워!
2398,0,무슨 소리야. 당연히 있지.
2399,4, 선생님…
2400,7, 언니 나 왔어.
2401,6,네. 거기요. 냉장고 정리는 한 달에 한 번 부탁드려요. 제가 뭐 사놓고 자주 잊어버려서 주기적으로 냉장고를 비워줘야 해요.
2402,0,"더 받은 셈이지! 지금 사람들은 공짜 폰으로 계약하는 건데, 엄마는 제돈 다주고 산거라고. 바보처럼!"
2403,1,알았어. 대신 너 그런 말 집에서만 해. 친구들이 놀릴 수도 있으니까~
2404,2,그럼 어떻게 되는데요?
2405,5,할머니! 여기서 뭐해 혼자서
2406,2,근데.. 살인…… 이게 가능하긴 한가요?
2407,4,"아고, 그랬구나 민지가 넘어져서 무서웠구나. 그럼 엄마랑 다시 한번 천천히 타볼까? 엄마가 옆에서 잡아줄게."
2408,7,"학원 선생님들이, <참새>에서 형 연기 진짜 최고였대요. 연기는 이렇게 해야 되는 거래요."
2409,7,"맞아, 그렇다더라 엄마 두리안 드시고 오세요."
2410,7,"교수님.. 며칠 뒤면 스승의 날이라서, 동기들이랑 같이 식사 자리를 한 번 마련하려고 하는데요."
2411,2," 어머, 왜?"
2412,6,저희 레스토랑은 알 덴테 조리가 기본입니다.
2413,1,"저번에 빵집 가보니까 생크림 케이크, 제일 작은 거, 만 원이던데!"
2414,7,아~~ 말했지~~
2415,0,지금 그게 문제야? 어? 내 뒤통수를 쳐? 너 미쳤어?
2416,0,"죄송합니다, 소리 하지 말랬지."
2417,5,차이가 있어?
2418,5, 배? 배가 왜 아프지…뭘 잘못 먹었나?
2419,7,오 잘됐다. 이 회사에 다들 담배 안 펴가지고 맨날 저 혼자 폈었거든요.
2420,5,헐… 그럼 어디서 대변 봐?
2421,0,"저기, 왤케 전화를 안 받어."
2422,6,어른들이라고 해서 꼭 남들에게 피해주지 않는 것도 아니잖아.
2423,7,그래. 그럴 수도 있지. 괜히 무리하지 말라고 그래.
2424,5,근데도 먹인 거야?
2425,5,작년부터? 뭐야 꽤 됐네. 어쩌다가? 유치원때는 연서 좋아했잖아.
2426,0,누가 가짜 배고프대? 조금만 참고 기다려봐.
2427,7,"… 응, 나는 합격했어."
2428,7,할머니 머리가 너무 잘 되셨어요.
2429,6,아무렴… 때리기야 하겠어?
2430,7,"아니, 아니. 나는 수습하고 싶어서 그러지~"
2431,4,누구한테?
2432,7, 그래? 그럼 그냥 딴거 먹자.           엄마 뭐 먹고 싶은데?
2433,2,그때는 민철이가 참 착했어요.
2434,0, 잘못 했어 안했어.
2435,6,복권을 거실에 놓고 다니냐.
2436,7,"그래? 갑자기? 아우, 그래도 정말 듣던 중 반가운 소리다. 우리 지은이가 스스로 공부를 열심히 하기로 했다니까!"
2437,0, 학생이 돈 쓸 일이 어딨어?
2438,6,그냥 심심한 게 더 나아.
2439,1,이건 몇 년에 한 번씩 하는건가요?
2440,0,왜! 내가 틀린 말 했어?
2441,0,누가요? 누가 그런 모함을 해요? 어두워서 잘못 본 거 아닐까요?
2442,6,죽을 용기도 없으면서..
2443,0,저도 이걸 어떻게 증명할 수 있을지 모르겠어요 정말 미치겠습니다
2444,1,이 동넨 다 이 가격이야.
2445,3,"근데, 오빠는 집에서 진짜 엄청 지저분하게 살 잖아."
2446,4, 요즘 배가 나와 죽겠어.
2447,2,이렇게 알아들을 수 없는 소리만 하는데 어떻게 믿어. 뉴스에 나오다니 그건 또 무슨 소리야. 엄마 뉴스에 나올 만큼 무슨 잘못이라도 한거야?
2448,3,그냥.. 항상 긴 머리라서 잘 몰랐겠죠. 긴 생머리니까 풀거나 묶고 다녔으니까요.
2449,6,그래. 넌 술 맛 알아 좋~겠다.  그만 먹어. 이거 내가 산 거야.
2450,4,응.. 말해봐.
2451,0,그래! 나 미쳤다! 사랑에 미쳤다! 됐어?!
2452,6,어...직장이 없는 사람을 백수라고 하는 거야.
2453,6,안돼. 나 늦었어.
2454,1,그래. 초식공룡이구나… 목이 긴 거? 아빠도 어딘가에서 본 거 같아. 생각이 나려고 그래.
2455,6,원래 우리 모임 총무를 진희가 하고 있었거든?
2456,5,취직은 개뿔. 걔네 취직하기 전에 내가 먼저 이 세상 하직할 거 같다.
2457,5,오. 죽이네. 근데 비올 때도 나오실라나?
2458,6,요즘 카페에서 공부들 많이 해.
2459,6,나는 그냥 편의점 가서 삼각김밥이나 하나 사 먹을래.
2460,1,"근데, 보통은 다 우리집 같지 않아? 수찬이네가 이상한 거 같아."
2461,5,희진이랑 같이 다녀왔는데요? 걔가 민트초코 좋다고 하던데?
2462,4, 학교에서 구렛나루 여기까지 잘라오래?
2463,1,"아, 괜찮아. 내가 얘기할게."
2464,5,"나는 아침부터 지하가 물 바다 길래, 어디 소화전이 터졌나 했다니까?"
2465,7,응. 육학년 층에 한 번도 안 가보긴 했는데. 가볼게.
2466,4,김대리가 이해 좀 해줘. 가정이 있는 사람은 어쩔 수 없어.
2467,5,적금? 적금은 없는데? 저금은 나름 해.
2468,0,"그럼, 아저씨가 늦은 게, 티가 안 나잖아. 나 여기서 아저씨 늦은만큼 똑같이 기다리다 탈거야."
2469,2,그래요? 저는 제가 실력이 늘기는 하는 건지 모르겠어요. 다 늙어서 공부하려니 머리도 잘 안 돌아가는 것 같고…
2470,3,그러면 좀 낫니?
2471,5,뭐? 진짜로?
2472,1,네 확실해요 제가 방금 거기 들어갔다가 나오는 길이거든요
2473,7,나 이제 공부 열심히 할거야. 공부 열심히 해서 찾아갈거야.
2474,7,이놈이.
2475,6,그랬겠다… 너무 안타깝네..
2476,4,아니야~ 진짜 나 저녁도 잘 먹을 수 있어~
2477,6,어디에?
2478,5, 아 그렇게 슬픈 소식이.. 어떡하냐 영수씨
2479,7,엄마가 뭐라고 하는 머리가. 진짜 예쁜 머리인거야.        너 어른들이 제일 좋아하는 게 뭔줄 알아?
2480,1,그래? 나는 그런 거 싫은데…. 귀여운 거 좋잖아.
2481,7,아침에 흙이 촉촉하길래 누가 물을 주나 했더니 자네였구만.
2482,6,귀찮다니까.
2483,1,그래도. 재미 있을 거 같아. 사람들도 많이 만나고. 까페에서 일하면 거기 음식도 막 먹을 수 있잖아.
2484,1,"엄마, 수진이 이모는 결혼 안한대?"
2485,5,그러려면 운동을 열심히 해야겠는걸?
2486,1,일단 한번 가보기라도 하세요. 시설도 너무 좋고 아버지 심심하실 일 없을거에요.
2487,1,5만원만 더 있으면 돼요. 저 진짜 다음 주 용돈 받으면 바로 드릴 수 있어요!
2488,5,몰두 본능이요?
2489,2,어… 알고 있네?
2490,6,나는 모르지. 그런 걸 내가 어떻게 알아.
2491,1,그래도… 나는 정말 어디든 괜찮은데.
2492,7,누가 돌아가시면 속상하지.
2493,4,성훈아. 선생님이 왜 불렀는지 알고 있니?
2494,0,"지은이 너, 호동이를 때렸다면서? 왜 호동이를 때렸니?"
2495,5,그래도 제가 어떻게... 알반데...
2496,5,저번 주 주말에 세형이네 집에서. 이거 엄마나 아빠한테 말하면.. 죽는다.
2497,7,그게 언제지?
2498,5,그게 뭐야. 그건 단어가 아니잖아.
2499,4,"일 년 통으로는 힘들 것 같고, 한, 두 세달정도는 돌아가고 싶다.            그 때 부담감도 심했어. 우리 학교가 입시를 얼마나 빡쎄게 했니.              선생님들한테 맨날 맞고."
